HHFAMINC_IMP,HOMETYPE,URBRUR_2010,CDIVMSAR,CENSUS_R,DRVRCNT,HHSIZE,HHVEHCNT,HH_HISP,HH_RACE,HOMEOWN,MSACAT,MSASIZE,RAIL,URBAN,URBANSIZE,URBRUR,WRKCOUNT,ANNMILES_mean_nonnegative,COMMERCIALFREQ_mean_nonnegative,VEHAGE_mean,EDUC_amin,FRSTHM_amin,OUTOFTWN_amin,EDUC_amax,DELIVER_sum_nonnegative,DELIV_FOOD_sum_nonnegative,DELIV_GOOD_sum_nonnegative,DELIV_GROC_sum_nonnegative,DELIV_PERS_sum_nonnegative,EMPLOYMENT2_mean_nonnegative,ESCOOTERUSED_mean_nonnegative,GCDWORK_mean_nonnegative,MCTRANSIT_mean_nonnegative,MEDCOND6_mean_nonnegative,PTUSED_mean_nonnegative,RIDESHARE22_mean_nonnegative,R_AGE_mean_nonnegative,TAXISERVICE_mean_nonnegative,WALKTRANSIT_mean_nonnegative,WKFMHM22_mean_nonnegative,CONDNIGH_min_nonnegative,CONDNONE_min_nonnegative,CONDPUB_min_nonnegative,CONDRF_min_nonnegative,CONDRIDE_min_nonnegative,CONDRIVE_min_nonnegative,CONDSHARE_min_nonnegative,CONDSPEC_min_nonnegative,CONDTRAV_min_nonnegative,COV1_OHD_min_nonnegative,COV1_PT_min_nonnegative,COV1_SCH_min_nonnegative,COV1_WK_min_nonnegative,COV2_OHD_min_nonnegative,COV2_PT_min_nonnegative,COV2_SCH_min_nonnegative,COV2_WK_min_nonnegative,DRIVER_min_nonnegative,DRIVINGOCCUPATION_min_nonnegative,EMPPASS_min_nonnegative,LAST30_BIKE_min_nonnegative,LAST30_BKSHR_min_nonnegative,LAST30_ESCT_min_nonnegative,LAST30_MTRC_min_nonnegative,LAST30_PT_min_nonnegative,LAST30_RDSHR_min_nonnegative,LAST30_TAXI_min_nonnegative,LAST30_WALK_min_nonnegative,MEDCOND_min_nonnegative,PARK_min_nonnegative,PAYPROF_min_nonnegative,QACSLAN1_min_nonnegative,QACSLAN3_min_nonnegative,R_HISP_min_nonnegative,R_RELAT_min_nonnegative,TRNPASS_min_nonnegative,USAGE1_min_nonnegative,USAGE2_1_min_nonnegative,USAGE2_10_min_nonnegative,USAGE2_2_min_nonnegative,USAGE2_3_min_nonnegative,USAGE2_4_min_nonnegative,USAGE2_5_min_nonnegative,USAGE2_6_min_nonnegative,USAGE2_7_min_nonnegative,USAGE2_8_min_nonnegative,USAGE2_9_min_nonnegative,USEPUBTR_min_nonnegative,W_CANE_min_nonnegative,W_CHAIR_min_nonnegative,W_NONE_min_nonnegative,W_SCCH_min_nonnegative,W_VISIMP_min_nonnegative,W_WKCR_min_nonnegative,DRIVINGVEHICLE_-1_PROP,DRIVINGVEHICLE_1_PROP,DRIVINGVEHICLE_2_PROP,DRIVINGVEHICLE_3_PROP,PRMACT_-1_PROP,PRMACT_1_PROP,PRMACT_2_PROP,PRMACT_3_PROP,PRMACT_4_PROP,PRMACT_5_PROP,PRMACT_97_PROP,R_RACE_IMP_1_PROP,R_RACE_IMP_2_PROP,R_RACE_IMP_3_PROP,R_RACE_IMP_4_PROP,R_RACE_IMP_5_PROP,R_RACE_IMP_6_PROP,R_RACE_IMP_97_PROP,R_SEX_IMP_1_PROP,R_SEX_IMP_2_PROP,WORKER_1_PROP,WORKER_2_PROP,WRKLOC_-1_PROP,WRKLOC_1_PROP,WRKLOC_2_PROP,WRKLOC_3_PROP,WRKLOC_4_PROP,RETIRE,SINGLE
2,3,1,33,2,0,1,0,2,1,3,3,1,2,1,1,1,0,0.0,0.0,0.0,2,1,2,2,4,0,3,0,3,0.0,0.0,0.0,0.0,2.0,4.0,0.0,65.0,0.0,0.0,0.0,2,2,2,2,1,1,2,2,2,2,2,0,0,0,0,0,0,2,0,0,2,0,2,2,1,2,2,2,1,0,2,2,0,2,7,1,2,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,2,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True,True
6,4,1,52,3,1,1,1,1,1,3,2,5,2,1,5,1,1,30000.0,0.0,6.0,4,1,2,4,6,0,6,0,0,40.0,0.0,16.4277239767347,0.0,0.0,0.0,0.0,58.0,0.0,10.0,1.0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,1,2,0,2,0,2,2,2,2,2,1,2,2,1,1,1,1,7,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,False,True
8,1,1,31,2,2,2,2,2,1,2,1,5,1,1,4,1,2,11500.0,0.0,4.5,3,1,2,4,16,0,14,0,2,38.0,0.0,5.273548788740275,0.0,1.0,0.0,0.0,70.5,0.0,2.0,1.0,2,2,2,2,2,1,2,2,1,1,4,0,2,1,0,0,0,1,2,0,2,0,2,2,2,2,2,1,1,2,2,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,2,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False
8,1,1,92,4,1,1,1,2,1,1,2,4,2,2,6,1,0,8000.0,0.0,12.0,6,1,2,6,4,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,15.0,0.0,0,0,0,0,0,0,0,0,0,1,4,0,0,3,0,0,0,1,0,0,1,2,2,2,2,2,2,1,2,2,2,2,0,2,7,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True,True
6,3,1,92,4,2,2,1,2,1,3,2,4,2,1,5,1,0,5000.0,0.0,15.0,5,1,2,8,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.5,0.0,25.0,0.0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,1,0,0,2,0,2,2,2,2,2,1,2,2,2,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True,False
6,1,1,42,2,1,1,1,2,1,2,2,4,2,1,5,1,0,6000.0,0.0,5.0,4,1,2,4,5,0,4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,67.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,1,0,0,2,0,2,2,2,1,2,2,2,0,2,2,0,2,7,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True,True
3,3,1,22,1,1,1,0,2,2,3,2,4,2,1,5,1,0,0.0,0.0,0.0,4,1,2,4,15,0,10,2,0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,68.0,2.0,10.0,0.0,2,2,1,2,2,1,2,1,1,2,2,0,0,0,0,0,0,1,0,0,1,2,2,2,1,2,1,1,1,2,2,2,0,2,7,1,1,1,2,2,2,2,2,2,1,2,1,1,2,2,1,2,2,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True,True
8,1,1,51,3,2,2,2,2,2,1,1,5,1,1,4,1,1,4000.0,0.0,8.0,4,1,2,6,5,1,3,1,0,20.0,0.0,0.380447458535927,0.0,2.0,0.0,4.0,70.5,0.0,1.0,2.0,1,2,2,2,2,2,2,2,1,1,4,0,3,2,0,0,2,1,1,0,2,0,2,2,2,1,2,1,1,2,1,1,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,2,2,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,True,False
3,1,1,23,1,1,1,1,2,1,2,3,3,2,1,2,1,0,800.0,0.0,6.0,3,1,2,3,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,65.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,1,0,0,2,0,2,2,2,1,2,2,2,2,2,2,0,2,7,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True
3,1,1,43,2,1,1,2,2,2,2,3,2,2,1,1,1,0,5000.0,0.0,8.0,5,1,2,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,1,0,0,2,0,2,2,2,2,2,2,2,2,2,2,0,2,7,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True,True
5,4,1,93,4,2,2,1,2,1,2,3,2,2,1,1,1,1,500.0,0.0,21.0,3,1,2,3,6,0,4,2,0,4.0,0.0,0.0455899834680762,0.0,2.0,0.0,0.0,74.0,0.0,2.0,3.0,1,2,2,2,2,2,2,2,1,1,3,0,3,2,3,0,3,1,2,0,1,2,2,2,2,2,2,1,1,0,1,2,0,2,3,0,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.0,True,False
8,1,1,32,2,2,2,2,2,1,1,2,4,2,1,1,1,0,9000.0,0.0,5.5,4,1,2,5,4,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.5,1.0,5.0,0.0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,2,0,0,1,0,0,2,0,2,2,2,2,1,1,2,2,2,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True,False
7,1,1,33,2,1,1,1,2,1,2,3,1,2,2,6,1,1,12000.0,0.0,4.0,7,1,2,7,2,0,2,0,0,40.0,0.0,1.66131963373434,0.0,0.0,0.0,0.0,62.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,1,2,0,2,0,2,2,2,2,2,2,2,2,1,2,0,2,7,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,False,True
10,1,1,93,4,2,2,2,2,1,1,3,1,2,2,6,1,2,8250.0,20.0,10.0,6,1,2,6,11,0,11,0,0,45.0,0.0,0.0,0.0,0.0,0.0,1.0,59.5,2.0,28.0,4.0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,2,1,2,0,2,0,2,2,2,1,1,1,2,2,1,2,0,2,1,0,1,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False
9,3,1,11,1,1,1,0,2,2,3,1,5,1,1,4,1,1,0.0,0.0,0.0,7,1,2,7,0,0,0,0,0,40.0,0.0,1.08321085461737,0.0,0.0,10.0,2.0,61.0,0.0,25.0,3.0,0,0,0,0,0,0,0,0,0,3,3,0,3,1,2,0,2,1,2,1,2,0,2,2,1,1,2,1,2,2,1,2,0,2,7,1,1,2,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,False,True
4,1,1,62,3,2,2,1,2,2,2,2,4,2,1,3,1,0,5000.0,0.0,5.0,5,1,2,7,4,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,1,0,0,1,0,0,2,0,2,2,2,2,2,1,2,2,2,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True,False
7,2,1,82,4,1,2,1,2,3,2,2,4,2,1,5,1,1,12000.0,0.0,1.0,3,1,2,7,10,0,10,0,0,38.0,0.0,5.73993901458048,0.0,0.0,0.0,0.0,60.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,1,4,0,3,2,0,0,1,1,1,0,2,0,2,2,2,2,2,2,2,2,1,1,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,False,False
7,3,1,72,3,1,1,2,2,1,3,2,5,2,1,5,1,0,8400.0,10.0,12.5,7,1,2,7,14,0,14,0,0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,69.0,0.0,4.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,1,0,0,1,2,2,2,1,1,2,1,2,2,2,2,0,2,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True,True
8,1,1,63,3,2,2,2,2,1,2,3,3,2,1,2,1,0,2550.0,0.0,13.0,6,1,2,6,3,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,3.0,0.0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,1,0,0,1,2,2,2,2,2,2,1,2,0,2,2,0,2,1,0,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True,False
10,1,1,53,3,1,1,2,2,1,1,3,3,2,1,3,1,0,6000.0,0.0,3.5,5,1,2,5,5,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,1,0,0,2,0,2,2,2,2,2,2,2,2,2,2,0,2,7,0,1,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True,True
7,3,1,21,1,2,2,1,2,1,2,1,5,1,1,4,1,0,9000.0,0.0,1.0,4,1,2,6,7,1,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,68.0,0.0,30.0,0.0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,3,0,0,1,0,0,2,0,2,2,2,1,2,1,2,2,2,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True,False
8,1,1,53,3,1,1,1,2,2,1,3,3,2,1,1,1,0,7500.0,0.0,3.0,7,1,2,7,3,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,12.0,0.0,0,0,0,0,0,0,0,0,0,1,4,0,0,2,0,0,0,1,0,0,2,0,2,2,2,2,2,1,2,2,2,2,0,2,7,0,1,2,2,2,2,2,2,2,2,2,1,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True,True
5,1,1,53,3,1,1,2,2,1,1,3,1,2,1,1,1,0,2750.0,0.0,15.0,6,1,2,6,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,64.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,1,0,0,1,2,2,1,2,2,2,1,2,2,2,2,0,2,7,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True,True
10,1,1,91,4,1,1,1,2,1,1,1,5,1,1,4,1,1,9000.0,0.0,4.0,8,1,2,8,5,1,4,0,0,40.0,0.0,4.2178304600268,0.0,0.0,0.0,0.0,64.0,0.0,30.0,1.0,0,0,0,0,0,0,0,0,0,2,4,0,3,0,0,0,3,1,2,0,2,0,2,2,2,2,2,1,2,0,1,2,0,2,7,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,False,True
6,1,1,42,2,1,1,1,2,1,1,2,4,2,1,5,1,0,12000.0,0.0,5.0,5,1,2,5,10,0,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,3,3,0,0,2,2,0,0,1,0,0,2,0,2,2,2,2,2,1,2,2,2,2,0,2,7,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True,True
6,1,1,92,4,2,2,3,2,1,2,2,5,2,1,5,1,0,3833.3333333333335,0.0,11.333333333333334,6,1,2,7,19,0,19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.5,0.0,4.5,0.0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,3,0,0,1,0,0,2,0,2,2,2,2,2,1,2,2,2,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True,False
11,1,1,23,1,2,2,2,2,1,2,3,3,2,1,3,1,0,3750.0,0.0,4.5,6,1,2,6,5,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.5,0.0,2.0,0.0,2,1,2,2,2,2,2,2,2,2,4,0,0,0,0,0,0,1,0,0,2,0,2,2,2,2,2,1,1,2,2,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,2,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True,False
6,3,1,83,4,1,1,1,2,1,3,3,3,2,1,2,1,1,14000.0,0.0,3.0,7,1,2,7,3,0,3,0,0,40.0,0.0,1.14193161705179,0.0,0.0,0.0,0.0,65.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,2,4,0,1,0,0,0,3,1,2,0,1,2,2,2,2,2,2,2,2,0,1,2,0,2,7,0,1,2,2,2,2,2,2,2,2,2,1,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,True,True
4,3,1,72,3,2,2,2,1,1,3,2,4,2,1,5,1,0,11150.0,0.0,6.0,3,2,2,3,30,0,20,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,4,0,0,3,0,0,0,1,0,0,2,0,2,2,2,2,2,2,2,2,2,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True,False
1,1,1,32,2,0,1,0,2,1,2,2,4,2,1,3,1,0,0.0,0.0,0.0,5,1,2,5,5,0,1,4,0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,63.0,0.0,2.0,0.0,2,2,2,2,1,1,1,2,1,2,4,0,0,0,0,0,0,2,0,0,2,0,2,2,2,1,2,1,1,0,2,2,0,2,7,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True
1,3,1,43,2,0,1,0,2,1,3,3,1,2,2,6,1,0,0.0,0.0,0.0,2,1,2,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,56.0,3.0,27.0,0.0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,2,0,0,2,0,2,2,1,2,1,1,0,0,2,2,0,2,7,2,1,2,2,2,2,1,1,1,2,2,2,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True
4,3,1,43,2,1,1,1,2,1,3,3,1,2,1,1,1,0,12000.0,0.0,10.0,3,1,2,3,4,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,2,0,2,2,2,2,2,2,2,2,2,2,0,2,7,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True,True
1,2,1,21,1,1,1,1,2,1,2,1,5,1,1,4,1,1,1000.0,0.0,21.0,4,1,2,4,2,2,0,0,0,18.0,0.0,0.391693879013367,0.0,0.0,0.0,0.0,57.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,3,4,0,3,3,0,0,3,1,2,0,2,0,2,2,2,2,2,2,2,2,1,2,0,2,7,0,1,2,2,2,2,2,2,2,2,2,1,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,False,True
1,4,1,52,3,0,1,0,1,97,3,2,4,2,1,5,1,1,0.0,0.0,0.0,6,1,2,6,2,0,2,0,0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,59.0,0.0,5.0,4.0,0,0,0,0,0,0,0,0,0,2,2,0,4,0,0,0,0,2,2,0,2,0,2,2,1,2,2,1,2,0,1,1,3,1,7,1,1,2,2,2,2,2,1,2,1,2,1,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,False,True
11,1,1,83,4,2,2,4,2,1,1,3,1,2,1,1,1,2,1262.5,0.0,6.5,6,1,2,8,17,0,17,0,0,40.0,0.0,1.583376285359805,0.0,0.0,0.0,0.0,57.0,0.0,4.0,1.0,0,0,0,0,0,0,0,0,0,1,4,0,2,2,0,0,0,1,2,0,2,0,2,2,2,2,2,1,2,2,1,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.5,0.5,0.0,0.0,False,False
6,1,1,32,2,2,2,2,2,1,2,2,5,2,1,5,1,0,8000.0,0.0,10.5,7,1,2,7,2,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,8.0,0.0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,1,0,0,2,0,2,2,2,2,2,1,2,0,2,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True,False
